movie_title,year,tagline,plot,cast,duration,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,avg_vote,total_votes,us_voters_votes,votes,votes_1,votes_2,votes_3,votes_4,votes_5,votes_6,votes_7,votes_8,votes_9,votes_10,popularity,director_score,actor_score,actress_score,tagline_sentiment,plot_sentiment,total_score,profitable,budget,revenue,budget_adj,revenue_adj
A League of Their Own,1992,"To achieve the incredible, you have to attempt the impossible.",Two sisters join the first female professional baseball league and struggle to help it succeed amidst their own growing rivalry.,"Tom Hanks, Geena Davis, Lori Petty, Madonna, Rosie O'Donnell, Megan Cavanagh, Tracy Reiner, Bitty Schram, Ann Cusack, Anne Ramsay, Freddie Simpson, Renée Coleman, Robin Knight, Patti Pelton, Kelli Simpkins",128,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,91488.0,35803.0,91488.0,602.0,391.0,774.0,1755.0,4954.0,12836.0,27129.0,22073.0,10439.0,10535.0,0.467,6.657,7.013,6.305,0.0,0.7579,7.3,1,40000000,107458785,62160970,166993558
A Lot Like Love,2005,There's nothing better than a great romance... to ruin a perfectly good friendship.,Unaquainted Emily and Oliver join the mile high club together on the way from LAX to NYC - end of story except they meet on and off the next 7 years. Are they meant for each other?,"Amanda Peet, Ashton Kutcher, Taryn Manning, Aimee Garcia, Lee Garlington, Birdie M. Hale, Tyrone Giordano, Melissa van der Schyff, Theresa Spruill, James Read, Molly Cheek, Sarah Ann Morris, Gabriel Mann, Kathryn Hahn, Ali Larter",107,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.6,66632.0,9550.0,66632.0,950.0,660.0,1183.0,2563.0,6728.0,14549.0,18365.0,10650.0,4584.0,6400.0,0.666,6.45,6.02,5.477,0.128,0.296,6.725,1,30000000,42886719,33496898,47885736
A Night at the Roxbury,1998,Score!,"Two dim-witted brothers dream of owning their own dance club or at least getting into the coolest and most exclusive club in town, The Roxbury.","Will Ferrell, Chris Kattan, Raquel Gardner, Viveca Paulin, Paulette Braxton, Michael M. Horton, Richard Francese, Jennifer Coolidge, Michael Clarke Duncan, Richard Grieco, Trish Ramish, Loni Anderson, Dan Hedaya, Gina Mari, Roy Jenkins",82,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.3,56159.0,17391.0,56159.0,1849.0,1544.0,2114.0,3749.0,6946.0,11029.0,11066.0,7180.0,3288.0,7394.0,0.669,6.3,5.827,6.3,0.0,0.4201,6.45,1,17000000,30331165,22740822,40573861
A Nightmare on Elm Street,1997,Never Sleep Again.,The monstrous spirit of a slain child murderer seeks revenge by invading the dreams of teenagers whose parents were responsible for his untimely death.,"John Saxon, Ronee Blakley, Heather Langenkamp, Amanda Wyss, Jsu Garcia, Johnny Depp, Charles Fleischer, Joseph Whipp, Robert Englund, Lin Shaye, Joe Unger, Mimi Craven, Jack Shea, Ed Call, Sandy Lipton",91,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.35,145585.0,32686.5,145585.0,3675.0,2695.5,4313.5,7113.5,13462.0,20626.5,33246.5,31391.5,12976.5,16084.5,1.074,5.612,6.32,5.909,0.0,-0.802,6.438,1,35000000,115664037,19389137,84599540
A Nightmare on Elm Street 3: Dream Warriors,1987,"If you think you're ready for Freddy, think again!",A psychiatrist familiar with knife-wielding dream demon Freddy Krueger helps teens at a mental hospital battle the killer who is invading their dreams.,"Heather Langenkamp, Craig Wasson, Patricia Arquette, Robert Englund, Ken Sagoes, Rodney Eastman, Jennifer Rubin, Bradley Gregg, Ira Heiden, Laurence Fishburne, Penelope Sudrow, John Saxon, Priscilla Pointer, Clayton Landey, Brooke Bundy",96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,68794.0,17176.0,68794.0,748.0,677.0,1459.0,2923.0,7569.0,15715.0,18132.0,10603.0,4174.0,6794.0,1.121,6.525,6.208,6.244,0.4199,-0.1531,6.8,1,5000000,44793222,9595402,85961796
A Nightmare on Elm Street 4: The Dream Master,1988,Terror beyond your wildest dreams.,"Freddy Krueger returns once again to terrorize the dreams of the remaining Dream Warriors, as well as those of a young woman who may be able to defeat him for good.","John Beckman, Kisha Brackel, Brooke Bundy, Wanda Bursey, Hope Marie Carlton, Kristen Clayton, Duane Davis, Rodney Eastman, Robert Englund, Richard Garrison, Danny Hassel, Andras Jones, Tuesday Knight, Jeff Levine, Joanna Lipari",93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,48709.0,12189.0,48709.0,878.0,1100.0,2330.0,5277.0,11086.0,12180.0,7611.0,3573.0,1313.0,3361.0,0.783,6.113,5.756,5.7,-0.1779,0.1027,5.85,1,7000000,72500000,12907237,133682099
A Nightmare on Elm Street Part 2: Freddy's Revenge,1985,Someone is coming back to Elm Street!,"A teenage boy is haunted in his dreams by deceased child murderer Freddy Krueger, who is out to possess him in order to continue his reign of terror in the real world.","Mark Patton, Kim Myers, Robert Rusler, Clu Gulager, Hope Lange, Marshall Bell, Melinda O. Fee, Tom McFadden, Sydney Walsh, Robert Englund, Edward Blackoff, Christie Clark, Lyman Ward, Donna Bruce, Hart Sprager",87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,59772.0,14662.0,59772.0,1649.0,2369.0,4115.0,7653.0,13643.0,13784.0,8299.0,3691.0,1353.0,3216.0,1.299,6.2,5.572,5.5,0.0,-0.8555,5.625,1,3000000,29999213,6081498,60813386
A Perfect Getaway,2009,Welcome to paradise. Enter at your own risk.,Two pairs of lovers on a Hawaiian vacation discover that psychopaths are stalking and murdering tourists on the islands.,"Steve Zahn, Timothy Olyphant, Milla Jovovich, Kiele Sanchez, Marley Shelton, Chris Hemsworth, Anthony Ruivivar, Dale Dickey, Peter Navy Tuiasosopo, Wendy Braun, Jim Cruz, Angela Sun, Leandra Gillis, Amit Yogev, Carlos Alberto Lopez",98,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.5,66624.0,13725.0,66624.0,886.0,744.0,1430.0,2890.0,6991.0,16296.0,20164.0,9951.0,3395.0,3877.0,0.884,6.6,6.431,6.025,0.7269,-0.2263,6.7,1,14000000,22852638,14229606,23227431
A Perfect Murder,1998,A powerful husband. An unfaithful wife. A jealous lover. All of them have a motive. Each of them has a plan.,"A wealthy Wall Street speculator discovers that his wife has a lover. He investigates him and uses the carrot and stick to make him murder his wife. Planned to detail, it seems like a perfect murder.","Michael Douglas, Gwyneth Paltrow, Viggo Mortensen, David Suchet, Sarita Choudhury, Michael P. Moran, Novella Nelson, Constance Towers, Will Lyman, Maeve McGuire, Stephen Singer, Laurinda Barrett, Aideen O'Kelly, Reed Birney, Robert Vincent Smith",107,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.5,77686.0,13935.0,77686.0,554.0,499.0,998.0,2697.0,8285.0,21896.0,25722.0,11239.0,3210.0,2586.0,1.041,6.589,6.265,6.324,0.5574,0.2732,6.65,1,60000000,128038368,80261728,171276344
A Thousand Words,2012,He only has 1000 words left to discover what matters the most.,"After stretching the truth on a deal with a spiritual guru, literary agent Jack McCall finds a Bodhi tree on his property. Its appearance holds a valuable lesson on the consequences of every word he speaks.","Eddie Murphy, Kerry Washington, Emanuel Ragsdale, Jill Basey, Greg Collins, Robert LeQuang, Michael G. Wilkinson, Lyndsey Nelson, Michael Cody Gilbert, Lou Saliba, John Gatins, Clark Duke, Cliff Curtis, Mitchell Fink, Edi Patterson",91,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,39649.0,4848.0,39649.0,1148.0,928.0,1563.0,2905.0,6518.0,10051.0,7735.0,3873.0,1562.0,3366.0,0.737,5.286,5.884,6.6,0.0258,0.6597,5.9,0,40000000,22044277,37989771,20936426
A Time to Kill,1996,Experience a time you'll never forget.,"In Canton, Mississippi, a fearless young lawyer and his assistant defend a black man accused of murdering two white men who raped his ten-year-old daughter, inciting violent retribution and revenge from the Ku Klux Klan.","Matthew McConaughey, Sandra Bullock, Samuel L. Jackson, Kevin Spacey, Oliver Platt, Charles S. Dutton, Brenda Fricker, Donald Sutherland, Kiefer Sutherland, Patrick McGoohan, Ashley Judd, Tonea Stewart, RaéVen Kelly, Darrin Mitchell, LaConte McGrew",149,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.5,128589.0,27621.0,128589.0,1057.0,579.0,933.0,1785.0,4812.0,13872.0,37220.0,38366.0,16528.0,13437.0,1.326,6.6,6.718,6.282,0.1695,-0.9477,7.625,1,40000000,152266007,55608669,211682751
A Walk in the Woods,2015,"When you push yourself to the edge, the real fun begins.","After spending two decades in England, Bill Bryson (Robert Redford) returns to the U.S., where he decides the best way to connect with his homeland is to hike the Appalachian Trail with one of his oldest friends, Stephen Katz (Nick Nolte).","Robert Redford, Nick Nolte, Emma Thompson, Mary Steenburgen, Nick Offerman, Kristen Schaal, R. Keith Harris, Randall Newsome, Hayley Lovitt, Linds Edwards, Susan McPhail, Andrew Vogel, Derek Krantz, Gaia Wise, Tucker Meek",104,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,24099.0,4098.0,24099.0,336.0,222.0,466.0,1090.0,3098.0,6987.0,7054.0,2971.0,858.0,1017.0,0.602,5.84,6.309,6.534,0.5106,0.8074,6.275,1,8000000,35991087,7359996,33111785
A Walk to Remember,2002,She didn't belong. She was misunderstood. And she would change him forever.,"The story of two North Carolina teens, Landon Carter and Jamie Sullivan, who are thrown together after Landon gets into trouble and is made to do community service.","Shane West, Mandy Moore, Peter Coyote, Daryl Hannah, Lauren German, Clayne Crawford, Al Thompson, Paz de la Huerta, Jonathan Parks Jordan, Matt Lutz, David Andrews, David Lee Smith, Xavier Hernandez, Marisa Miller, Paula Jones",101,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.4,196585.0,31765.0,196585.0,3083.0,1817.0,2857.0,4943.0,10003.0,21151.0,38882.0,41928.0,26628.0,45293.0,1.298,6.433,6.144,6.121,-0.34,-0.4019,7.55,1,11000000,41227069,13334875,49977984
Abduction,1998,They stole his life. He's taking it back.,Daughter of a wealthy family is kidnapped by left wing terrorists.,"Judith-Marie Bergan, David Pendleton, Gregory Rozakis, Catherine Lacy, Presley Caton, Andrew Rohrer, Rosette Graboi, Kathleen Gittel, W.T. Martin, John Spencer, Leif Erickson, Dorothy Malone, Pat Hernon, Dan Daniel, John Bartholomew Tucker",95,0.333,0.0,0.0,0.0,0.0,0.333,0.333,0.0,0.0,0.0,0.333,0.0,0.0,0.333,0.0,0.0,0.0,1.0,0.0,0.0,4.5,25285.333,3775.333,25285.333,2086.667,1311.667,1849.667,2934.0,4656.333,4730.333,3186.667,1678.667,766.333,2085.0,1.247,5.103,4.498,4.762,0.0,-0.3818,4.55,1,35000000,82087155,33928931,79575127
About Last Night,2014,It's about compromise. It's about love. It's about a good wingman.,Follow two couples as they journey from the bar to the bedroom and are eventually put to the test in the real world.,"Kevin Hart, Michael Ealy, Regina Hall, Joy Bryant, Christopher McDonald, Adam Rodriguez, Joe Lo Truglio, Paula Patton, Terrell Owens, Catherine Shu, David Greenman, Bryan Callen, Paul Quinn, Hailey Boyle, Selita Ebanks",100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.1,22306.0,3502.0,22306.0,641.0,412.0,660.0,1381.0,3151.0,6132.0,4918.0,2325.0,977.0,1709.0,0.797,6.0,6.044,6.29,0.7964,0.0,6.15,1,12500000,49002684,11513638,45135933
About Schmidt,2002,Schmidt Happens,"A recently retired man embarks on a journey to his estranged daughter's wedding, only to discover more about himself and life than he ever expected.","Jack Nicholson, Kathy Bates, Hope Davis, Dermot Mulroney, June Squibb, Howard Hesseman, Harry Groener, Connie Ray, Len Cariou, Mark Venhuizen, Cheryl Hamada, Phil Reeves, Matt Winston, James M. Connor, Jill Anderson",125,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,121177.0,27644.0,121177.0,1757.0,1218.0,1870.0,3141.0,7547.0,17570.0,36437.0,31372.0,12579.0,7686.0,0.557,7.325,6.853,6.53,0.0,0.0,7.075,1,30000000,105834556,36367841,128299146
Above the Law,1988,He's a cop who believes no one is above the law.,"A former Special Operations Vietnam vet works as a Chicago cop, and uncovers C.I.A. wrongdoing.","Steven Seagal, Pam Grier, Henry Silva, Ron Dean, Daniel Faraldo, Sharon Stone, Miguel Nino, Nicholas Kusenko, Joe Greco, Chelcie Ross, Gregory Alan Williams, Jack Wallace, Metta Davis, Joseph F. Kosala, Ronnie Barron",99,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,28084.0,6393.0,28084.0,779.0,580.0,1041.0,2042.0,4947.0,7446.0,5469.0,2737.0,1006.0,2037.0,0.357,6.589,5.649,5.983,-0.296,0.4019,6.05,1,7500000,18869631,13829182,34793543
Accepted,2006,When every college turned them down. . . they made one up.,"A high school slacker who's rejected by every school he applies to opts to create his own institution of higher learning, the South Harmon Institute of Technology, on a rundown piece of property near his hometown.","Justin Long, Jonah Hill, Adam Herschman, Columbus Short, Maria Thayer, Lewis Black, Blake Lively, Mark Derwin, Ann Cusack, Hannah Marks, Robin Lord Taylor, Sam Horrigan, Joe Hursley, Jeremy Howard, Anthony Heald",93,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,121619.0,32032.0,121619.0,1410.0,1367.0,2475.0,5649.0,14135.0,30153.0,33780.0,17220.0,6456.0,8974.0,0.693,6.0,6.267,6.117,0.0,-0.296,6.6,1,23000000,38505009,24878390,41649680
Ace Ventura: Pet Detective,1994,"He's the best there is! (Actually, he's the only one there is.)",A goofy detective specializing in animals goes in search of the missing mascot of the Miami Dolphins.,"Jim Carrey, Courteney Cox, Sean Young, Tone Loc, Dan Marino, Noble Willingham, Troy Evans, Raynor Scheine, Udo Kier, Frank Adonis, Tiny Ron, David Margulies, John Capodice, Judy Clayton, Bill Zuckert",86,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,272350.0,50071.0,272350.0,3405.0,2984.0,4757.0,9129.0,20778.0,49113.0,83494.0,52282.0,21286.0,25122.0,0.944,6.286,6.802,5.712,0.6696,-0.296,6.975,1,15000000,107217396,22066673,157728750
Act of Valor,2012,The only easy day was yesterday,An elite team of Navy SEALs embark on a covert mission to recover a kidnapped CIA agent.,"Rorke Denver, Dave, Sonny, Weimy, Ray, Ajay, Mikey, Derrick Van Orden, Katelyn, Callaghan, Duncan Smith, Billy, Roselyn Sanchez, Jason Cottle, Alex Veadov",110,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.5,65794.0,14462.0,65794.0,2010.0,1048.0,1524.0,3071.0,6079.0,12448.0,15624.0,10359.0,5038.0,8593.0,1.437,6.5,6.5,6.3,0.4404,0.0,6.75,1,12000000,81272766,11396931,77188344
Action Jackson,1988,It's Time For,Vengence drives a tough Detroit cop to stay on the trail of a power hungry auto magnate who's systematically eliminating his competition.,"Carl Weathers, Craig T. Nelson, Vanity, Sharon Stone, Thomas F. Wilson, Bill Duke, Robert Davi, Jack Thibeau, Roger Aaron Brown, Stan Foster, Mary Ellen Trainor, Ed O'Ross, Bob Minor, David Glen Eisley, Dennis Hayden",96,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,9888.0,3031.0,9888.0,355.0,403.0,750.0,1397.0,2294.0,2087.0,1237.0,617.0,213.0,535.0,0.499,5.867,6.46,5.934,0.0,-0.128,5.35,1,7000000,20256975,12907237,37351654
Admission,2013,Let someone in.,A Princeton admissions officer who is up for a major promotion takes a professional risk after she meets a college-bound alternative school kid who just might be the son she gave up years ago in a secret adoption.,"Tina Fey, Ann Harada, Ben Levin, Dan Levy, Maggie Keenan-Bolger, Gloria Reuben, Paul Rudd, Wallace Shawn, Elaine Kussack, Christopher Evan Welch, Michael Genadry, Juliet Brett, John Brodsky, Camille Branton, Sarita Choudhury",108,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.7,33021.0,8506.0,33021.0,692.0,572.0,1224.0,2941.0,7260.0,10226.0,6176.0,2316.0,694.0,920.0,1.047,6.112,6.162,5.988,0.0,-0.2732,5.825,1,13000000,18000000,12168433,16848600
After Earth,2013,"Danger is real, fear is a choice","A crash landing leaves Kitai Raige and his father Cypher stranded on Earth, a millennium after events forced humanity's escape. With Cypher injured, Kitai must embark on a perilous journey to signal for help.","Jaden Smith, Will Smith, Sophie Okonedo, Zoë Kravitz, Glenn Morshower, Kristofer Hivju, Sacha Dhawan, Chris Geere, Diego Klattenhoff, David Denman, Lincoln Lewis, Jaden Martin, Sincere L. Bobb, Monika Jolly",100,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.8,189179.0,22445.0,189179.0,18293.0,11998.0,17333.0,25420.0,36558.0,35802.0,21445.0,9628.0,3776.0,8926.0,1.284,6.2,6.222,5.8,-0.765,-0.6124,4.85,1,130000000,243843127,121684335,228245299
After Hours,1985,"When it's after midnight in New York City, you don't have to look for love, laughter and trouble. They'll all find you!",An ordinary word processor has the worst night of his life after he agrees to visit a girl in Soho who he met that evening at a coffee shop.,"Griffin Dunne, Rosanna Arquette, Verna Bloom, Tommy Chong, Linda Fiorentino, Teri Garr, John Heard, Cheech Marin, Catherine O'Hara, Dick Miller, Will Patton, Robert Plunket, Bronson Pinchot, Rocco Sisto, Larry Block",97,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,56815.0,11658.0,56815.0,416.0,285.0,450.0,857.0,2069.0,4990.0,13575.0,18404.0,9455.0,6314.0,0.458,7.494,6.4,6.817,0.7177,-0.5106,7.775,1,4500000,10609321,9122247,21506855
After the Sunset,2004,Who will walk away?,"The story of what happens after a master thief achieves his last big score, when the F.B.I. Agent who promised he'd capture him, is about to do just that.","Pierce Brosnan, Salma Hayek, Woody Harrelson, Don Cheadle, Naomie Harris, Chris Penn, Troy Garity, Obba Babatundé, Russell Hornsby, Mykelti Williamson, Rex Linn, Robert Curtis Brown, Mark Moses, Michael Bowen, Tony Ledard",97,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,44097.0,7426.0,44097.0,508.0,452.0,920.0,2242.0,6016.0,13378.0,12382.0,4959.0,1442.0,1798.0,0.986,6.5,6.482,5.933,0.0,-0.2263,6.25,1,60000000,61347797,69266723,70822682
After.Life,2009,Life is the symptom. Death is the cure.,"After a car accident, a young woman caught between life and death meets a funeral director who claims to have the gift of transitioning the dead into the afterlife.","Christina Ricci, Liam Neeson, Justin Long, Chandler Canterbury, Celia Weston, Luz Alexandra Ramos, Josh Charles, Rosemary Murphy, Malachy McCourt, Shuler Hensley, Alice Drummond, Sam Kressner, Doan Ly, Jack Rovello, Prudence Wright Holmes",104,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.9,35853.0,5491.0,35853.0,1008.0,827.0,1524.0,3043.0,5996.0,9262.0,7436.0,3516.0,1359.0,1882.0,1.075,5.9,6.01,5.929,-0.5994,-0.8979,5.95,0,4500000,3606395,4573801,3665541
Airplane!,1980,"What's slower than a speeding bullet, and able to hit tall buildings at a single bound?",A man afraid to fly must ensure that a plane lands safely after the pilots become sick.,"Kareem Abdul-Jabbar, Lloyd Bridges, Peter Graves, Julie Hagerty, Robert Hays, Leslie Nielsen, Lorna Patterson, Robert Stack, Stephen Stucker, Otto, Jim Abrahams, Frank Ashmore, Jonathan Banks, Craig Berenson, Barbara Billingsley",88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,208636.0,53475.0,208636.0,1327.0,1048.0,1641.0,3017.0,7282.0,18985.0,44862.0,62932.0,34309.0,33233.0,1.636,6.633,6.817,6.875,0.0,0.3612,7.875,1,3500000,83453539,9261128,220821131
Airport '77,1977,"Flight 23 has crashed in the Bermuda Triangle... passengers still alive, trapped underwater...","Art thieves hijack a 747, hit fog and crash into the ocean, trapping them and the passengers under one hundred feet of water.","Jack Lemmon, Lee Grant, Brenda Vaccaro, Joseph Cotten, Olivia de Havilland, Darren McGavin, Christopher Lee, Robert Foxworth, Robert Hooks, Monte Markham, Kathleen Quinlan, Gil Gerard, James Booth, Monica Lewis, Maidie Norman",114,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.8,9423.0,2743.0,9423.0,178.0,234.0,443.0,999.0,2212.0,2606.0,1547.0,627.0,209.0,368.0,0.373,5.7,6.457,6.075,-0.2023,-0.7184,5.825,1,6000000,30000000,21586686,107933431
Airport 1975,1974,"Something hit us... The crew is dead... Help us, please, please help us!","A 747 in flight collides with a small plane, and is rendered pilotless. Somehow the control tower must get a pilot aboard so the jet can land.","Charlton Heston, Karen Black, George Kennedy, Efrem Zimbalist Jr., Susan Clark, Helen Reddy, Linda Blair, Dana Andrews, Roy Thinnes, Sid Caesar, Myrna Loy, Ed Nelson, Nancy Olson, Larry Storch, Martha Scott",107,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.7,9359.0,2907.0,9359.0,182.0,238.0,533.0,999.0,2260.0,2525.0,1361.0,624.0,226.0,411.0,0.463,6.467,6.472,6.336,0.8516,-0.25,5.775,1,3000000,47000000,13266851,207847342
Akeelah and the Bee,2006,Changing the world... one word at a time.,A young girl from South Los Angeles tries to make it to the National Spelling Bee.,"Keke Palmer, Laurence Fishburne, Angela Bassett, Curtis Armstrong, J.R. Villarreal, Sean Michael Afable, Sahara Ware, Lee Thompson Young, Julito McCullum, Erica Hubbard, Eddie Steeples, Dalia Phillips, Tzi Ma, Jeris Poindexter, Sara Niemietz",112,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,18186.0,6831.0,18186.0,247.0,98.0,139.0,271.0,786.0,2053.0,4607.0,4600.0,2352.0,3033.0,0.133,7.3,6.325,6.371,0.0,0.0,7.6,1,8000000,18948425,8653353,20495926
