movie_title,year,tagline,plot,cast,duration,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,total_votes,us_voters_votes,votes,votes_1,votes_2,votes_3,votes_4,votes_5,votes_6,votes_7,votes_8,votes_9,votes_10,popularity,director_score,actor_score,actress_score,tagline_sentiment,plot_sentiment,imdb_score,profitable,budget,revenue,budget_adj,revenue_adj
Don't Tell Mom the Babysitter's Dead,1991,No rules. No curfews. No baths. No nagging. No pulse.,Five siblings are left alone all summer when their mom leaves town and the evil babysitter bites the dust.,"Christina Applegate, Joanna Cassidy, John Getz, Josh Charles, Keith Coogan, Concetta Tomei, David Duchovny, Kimmy Robertson, Jayne Brook, Eda Reiss Merin, Robert Hy Gorman, Danielle Harris, Christopher Pettiet, Chris Claridge, Jeff Bollow",102,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27257.0,11225.0,27257.0,376.0,502.0,947.0,1982.0,4169.0,6535.0,5592.0,3075.0,1367.0,2712.0,0.376137,6.0,6.4875,6.037820512820513,-0.8934,-0.7506,6.3,1,10000000,25196249,16010928,40341533
Donnie Brasco,1997,Donnie Brasco. Based on a True Story.,"An FBI undercover agent infiltrates the mob and finds himself identifying more with the mafia life, at the expense of his regular one.","Al Pacino, Johnny Depp, Michael Madsen, Bruno Kirby, James Russo, Anne Heche, Zeljko Ivanek, Gerry Becker, Robert Miano, Brian Tarantina, Rocco Sisto, Zach Grenier, Walt MacPherson, Ronnie Farer, Terry Serpico",127,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271973.0,44157.0,271973.0,870.0,410.0,748.0,1700.0,5249.0,18451.0,68186.0,107001.0,44367.0,24991.0,1.308461,6.933333333333334,6.7905303643724695,6.7905303643724695,0.4215,0.0,7.7,1,35000000,41954997,47546111,56994198
Donnie Darko,2001,Dark. Darker. Darko.,"After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a man in a large rabbit suit who manipulates him to commit a series of crimes.","Jake Gyllenhaal, Holmes Osborne, Maggie Gyllenhaal, Daveigh Chase, Mary McDonnell, James Duval, Arthur Taxier, Patrick Swayze, Mark Hoffman, David St. James, Tom Tangen, Jazzie Mahannah, Jolene Purdy, Stuart Stone, Gary Lundy",113,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,728383.0,130181.0,728383.0,10485.0,4768.0,6287.0,9919.0,19700.0,46121.0,112606.0,196269.0,166603.0,155625.0,3.851009,6.8,6.611111111111112,6.991071428571429,0.0,-0.6249,8.0,0,6000000,1270522,7388928,1564632
Dope,2015,It's hard out here for a geek.,"Life changes for Malcolm, a geek who's surviving life in a tough neighborhood, after a chance invitation to an underground party leads him and his friends into a Los Angeles adventure.","ASAP Rocky, Blake Anderson, Bruce Beatty, De'aundre Bonds, Julian Finch, Quincy Brown, Kiersey Clemons, Kimberly Elise, Rick Fox, Christopher Glenn, Ricky Harris, Chanel Iman, Wyking Jones, Amin Joseph, Kap G",103,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79818.0,13593.0,79818.0,868.0,397.0,681.0,1367.0,3624.0,10676.0,25192.0,22696.0,8294.0,6023.0,1.40805,6.425,7.2,7.0,-0.296,0.8402,7.2,1,700000,17986781,643999,16547831
Double Impact,1991,Two brothers separated by the violence. Now together in a mission of revenge.,Twin brothers are separated when their parents are murdered but 25 years later they re-unite in order to avenge their parents' death.,"Jean-Claude Van Damme, Geoffrey Lewis, Alonna Shaw, Corinna Everson, Philip Chan, Alan Scarfe, Bolo Yeung, Andy Armstrong, Wu Fong Lung, Peter Malota, Sarah-Jane Varley, Kamel Krifa, Eugene Choy, Jack Gilardi Jr., David Lea",110,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37262.0,5884.0,37262.0,938.0,1097.0,2110.0,4316.0,8413.0,8579.0,5258.0,2616.0,1039.0,2896.0,0.627123,5.9,5.630952380952381,5.6,-0.8176,-0.8422,5.6,1,15000000,30102717,24016392,48197244
Doubt,2008,"There is no evidence. There are no witnesses. But for one, there is no doubt.",A Catholic school principal questions a priest's ambiguous relationship with a troubled young student.,"Meryl Streep, Philip Seymour Hoffman, Amy Adams, Viola Davis, Alice Drummond, Audrie Neenan, Susan Blommaert, Carrie Preston, John Costelloe, Lloyd Clay Brown, Joseph Foster, Mike Roukis, Haklar Dezso, Frank Shanley, Robert Ridgell",104,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,119838.0,26843.0,119838.0,995.0,435.0,760.0,1509.0,4151.0,12654.0,34252.0,38981.0,16502.0,9599.0,0.743689,6.65,7.099999999999999,6.764996114996116,-0.7964,-0.4588,7.5,1,20000000,50907234,20255732,51558166
Down and Out in Beverly Hills,1986,See what happens when a dirty bum meets the filthy rich.,A rich but troubled family find their lives altered by the arrival of a vagrant who tries to drown himself in their swimming pool.,"Nick Nolte, Bette Midler, Richard Dreyfuss, Little Richard, Tracy Nelson, Elizabeth Peña, Evan Richards, Mike the Dog, Donald F. Muhich, Paul Mazursky, Valerie Curtin, Jack Bruskoff, Geraldine Dreyfuss, Barry Primus, Irene Tsu",103,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15285.0,5077.0,15285.0,244.0,217.0,452.0,975.0,2367.0,4315.0,3644.0,1753.0,589.0,729.0,0.437451,6.35,6.354141414141414,6.220000000000001,0.1779,-0.8294,6.2,1,14000000,62134225,27851689,123610225
Down in the Valley,2005,Sometimes it's hard to find your way.,"Set in the present-day San Fernando Valley, the project revolves around a delusional man who believes he's a cowboy and the relationship that he starts with a rebellious young woman.","Edward Norton, Evan Rachel Wood, David Morse, Rory Culkin, Bruce Dern, John Diehl, Geoffrey Lewis, Elizabeth Peña, Kat Dennings, Hunter Parrish, Aviva Baumann, Aaron Fors, Heather Ashleigh, Jennifer Echols, Cesar Flores",108,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,17757.0,4427.0,17757.0,266.0,197.0,394.0,841.0,2000.0,4439.0,5066.0,2357.0,883.0,1314.0,0.252383,6.0,6.61813973063973,6.3,-0.1027,-0.296,6.4,0,8000000,852872,8932506,952285
Dr. Dolittle 2,2001,The doctor is in again.,Dolittle must save a forest and a bear's life.,"Eddie Murphy, Kristen Wilson, Raven-Symoné, Kyla Pratt, Lil' Zane, Denise Dowse, James Avery, Elayn J. Taylor, Andy Richter, Kevin Pollak, Victor Raider-Wexler, Jeffrey Jones, Mark Griffin, Ken Hudson Campbell, Anne Stedman",87,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41189.0,8575.0,41189.0,1767.0,2459.0,4402.0,8202.0,10421.0,7120.0,3482.0,1522.0,487.0,1327.0,0.913069,5.199999999999999,5.525675675675677,4.6,0.0,0.4939,4.7,1,70000000,176104344,86204168,216870406
Dracula 2000,2000,The Most Seductive Evil of All Time Has Now Been Unleashed in Ours.,"A group of thieves breaks into a chamber expecting to find paintings, but instead they release the count himself, who travels to New Orleans to find his nemesis' daughter, Mary Van Helsing.","Gerard Butler, Christopher Plummer, Jonny Lee Miller, Justine Waddell, Vitamin C, Jennifer Esposito, Omar Epps, Sean Patrick Thomas, Danny Masterson, Lochlyn Munro, Tig Fong, Tony Munch, Jeri Ryan, Shane West, Nathan Fillion",99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31598.0,8086.0,31598.0,1797.0,1849.0,3115.0,5033.0,6639.0,5530.0,3457.0,1749.0,745.0,1684.0,0.481089,5.15,6.33095238095238,4.9,-0.6887,-0.2846,4.9,1,28000000,33000337,35456179,41788066
Draft Day,2014,The greatest victories don't always happen on the field.,"At the NFL Draft, General Manager Sonny Weaver has the opportunity to rebuild his team when he trades for the number one pick. He must decide what he's willing to sacrifice on a life-changing day for a few hundred young men with NFL dreams.","Chris Berman, Dave Donaldson, Patrick St. Esprit, Chi McBride, Mel Kiper, Jon Gruden, Kevin Costner, Deion Sanders, Mike Mayock, Jennifer Garner, Anthony Rizzo, Aaron Goldhammer, Chadwick Boseman, Jordan Harris, Zachary Littlejohn",110,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,52760.0,11565.0,52760.0,542.0,336.0,586.0,1356.0,3834.0,10675.0,18957.0,10464.0,3285.0,2725.0,0.98174,6.153846153846152,6.596923076923077,6.425000000000001,0.6369,0.7003,6.8,1,27000000,28831145,24869458,26556109
Drag Me to Hell,2009,"Christine Brown has a good job, a great boyfriend, and a bright future. But in three days, she's going to hell.","A loan officer who evicts an old woman from her home finds herself the recipient of a supernatural curse. Desperate, she turns to a seer to try and save her soul, while evil forces work to push her to a breaking point.","Alison Lohman, Justin Long, Lorna Raver, Dileep Rao, David Paymer, Adriana Barraza, Chelcie Ross, Reggie Lee, Molly Cheek, Bojana Novakovic, Kevin Foster, Alexis Cruz, Ruth Livier, Shiloh Selassie, Flor de Maria Chahua",99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,185177.0,35896.0,185177.0,6733.0,4286.0,6215.0,9986.0,18025.0,32243.0,45808.0,33387.0,14353.0,14141.0,1.398364,6.833333333333332,5.7437499999999995,6.566666666666666,0.6486,-0.7906,6.5,1,30000000,90842646,30492013,92332504
Dragnet,1972,"""Just The Facts.""",Two homicide detectives investigate the brutal shotgun murder of a crime syndicate member.,"Jack Webb, Ben Alexander, Richard Boone, Ann Robinson, Stacy Harris, Virginia Gregg, Vic Perrin, Georgia Ellis, James Griffith, Dick Cathcart, Malcolm Atterbury, Willard Sage, Olan Soule, Dennis Weaver, Monte Masters",88,0.0,0.0,0.0,0.0,0.5555555555555556,1.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17699.333333333332,6244.0,17699.333333333332,282.0,329.3333333333333,635.5555555555555,1404.2222222222222,3252.6666666666665,5164.222222222223,3755.3333333333335,1672.4444444444443,510.8888888888889,692.6666666666666,0.5137,5.95,6.63501552795031,6.7,0.0,-0.9231,6.311111111111111,1,20000000,66673516,38381608,127951840
Dragon: The Bruce Lee Story,1993,The Mystery. The Life. The Love. The Legend,A fictionalized account of the life of the martial arts superstar.,"Jason Scott Lee, Lauren Holly, Robert Wagner, Michael Learned, Nancy Kwan, Kay Tong Lim, Ric Young, Luoyong Wang, Sterling Macer Jr., Sven-Ole Thorsen, Ong Soo Han, Eric Bruskotter, Aki Aleong, Chao Li Chi, Iain M. Parker",120,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27029.0,6030.0,27029.0,181.0,140.0,217.0,608.0,1669.0,4551.0,9201.0,5608.0,2056.0,2798.0,0.140785,5.8500000000000005,6.359999999999999,6.69,0.6369,0.0,7.0,1,14000000,63513743,21132579,95872087
DragonHeart,1996,You will believe.,"The last dragon and a disillusioned dragonslaying Knight must cooperate to stop an evil King, who was given partial immortality.","Dennis Quaid, David Thewlis, Pete Postlethwaite, Dina Meyer, Jason Isaacs, Brian Thompson, Lee Oakes, Wolf Christian, Terry O'Neill, Peter Hric, Eva Vejmelková, Milan Bahúl, Sandra Kovacicova, Kyle Cohen, Thom Baker",103,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89949.0,18629.0,89949.0,804.0,845.0,1735.0,4191.0,10851.0,23453.0,24911.0,12807.0,4578.0,5774.0,1.108366,5.8500000000000005,6.479054054054054,5.779999999999999,0.0,-0.8591,6.5,1,57000000,115267375,79242354,160246634
Dragonfly,1996,When someone you love dies... are they gone forever?,"A man, recently released from a mental hospital, tries to track down his family.","Beau Bridges, Susan Sarandon, James Noble, Harriet Rogers, Ann Wedgeworth, Linda Miller, Martin Burke, Michael Miller, Mildred Dunnock, Maryce Carter, Dorothi Fox, Ed Setrakian, Andrew Bloch, William Hurd, Al Hinkley",98,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.5,43.0,144.5,12.5,9.0,8.0,15.0,26.0,35.0,13.0,8.5,3.0,14.5,0.281325,4.95,5.659090909090909,5.132142857142857,0.6369,0.0,4.950000000000001,0,60000000,52322400,72735683,63428425
Dreamgirls,2006,One Dream Will Change Everything,"A trio of black female soul singers cross over to the pop charts in the early 1960s, facing their own personal struggles along the way.","Jamie Foxx, Beyoncé, Eddie Murphy, Danny Glover, Jennifer Hudson, Anika Noni Rose, Keith Robinson, Sharon Leal, Hinton Battle, Mariah Iman Wilson, Yvette Cason, Ken Page, Ralph Louis Harris, Michael-Leon Wooley, Loretta Devine",130,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67641.0,17417.0,67641.0,2444.0,1100.0,1710.0,3064.0,6563.0,13865.0,16702.0,10508.0,4832.0,6853.0,0.6477,6.366666666666666,6.303889603889604,6.166666666666667,0.25,-0.3612,6.5,1,70000000,154937680,75716841,167591309
Drive,2004,There are no clean getaways.,A mysterious Hollywood stuntman and mechanic moonlights as a getaway driver and finds himself in trouble when he helps out his neighbor in this action drama.,"Ryan Gosling, Carey Mulligan, Bryan Cranston, Albert Brooks, Oscar Isaac, Christina Hendricks, Ron Perlman, Kaden Leos, Jeff Wolfe, James Biberi, Russ Tamblyn, Joe Bucaro III, Tiara Parker, Tim Trella, Jimmy Hart",100,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,282016.5,40161.5,282016.5,4629.0,2285.5,3222.0,5256.5,10370.0,23508.5,52237.0,80579.0,56910.5,43018.5,5.903353,7.3,6.663333333333332,6.558333333333334,0.128,-0.0258,7.3,1,15000000,76175166,9647790,36922028
Drive Angry,2011,One hell of a ride.,A vengeful father escapes from hell and chases after the men who killed his daughter and kidnapped his granddaughter.,"Nicolas Cage, Amber Heard, William Fichtner, Billy Burke, David Morse, Todd Farmer, Christa Campbell, Charlotte Ross, Tom Atkins, Jack McGee, Katy Mixon, Wanetah Walmsley, Robin McGee, Fabian C. Moreno, Edrick Browne",104,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,93316.0,13257.0,93316.0,4687.0,3925.0,6234.0,10844.0,18315.0,21027.0,14224.0,6678.0,2482.0,4900.0,3.355611,5.15,5.910873015873016,5.7,-0.6808,-0.8625,5.4,0,50000000,28931401,48469902,28046043
Drive Me Crazy,1999,The last guy she wants is the only one she needs.,"Nicole and Chase used to be BFFs, then junior high happened. The high school centennial dance is coming but Nicole gets dumped. So does Chase. They stage a relationship to get at their exes. They visit each other's worlds. Love in the air?","Melissa Joan Hart, Adrian Grenier, Stephen Collins, Mark Metcalf, William Converse-Roberts, Faye Grant, Susan May Pratt, Kris Park, Ali Larter, Mark Webber, Gabriel Carpenter, Lourdes Benedicto, Keri Lynn Pratt, Natasha Pearce, Derrick Shore",91,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17871.0,5869.0,17871.0,621.0,559.0,894.0,1615.0,3288.0,3774.0,2903.0,1742.0,775.0,1700.0,0.257547,5.55,5.944444444444444,5.65,0.0,0.5023,5.8,1,8000000,17843379,10472422,23357926
Driven,2019,Get ready for the race of your life.,"Emerson Graham's nights as a cab driver are filled with annoyances and inconveniences, but until tonight, never attacks and disappearances. After picking up a mysterious passenger her ...","Richard Speight Jr., Jessica Harthcock, Casey Dillard, Leah Hudspeth, Glenn Payne, Bill Luckett, Andy Field, Nicholas Roylance, Coley Bryant, Jennifer Hamilton Collins, Jaime Adams, Mari Kenney, Jamie Fair, Maddie Ludt, Samantha McLarty",90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1434.0,199.0,1434.0,58.0,27.0,30.0,45.0,51.0,53.0,69.0,235.0,418.0,448.0,0.20867,6.3,6.3,6.3,0.3612,0.298,6.3,0,94000000,54744738,115759883,67417494
Driving Miss Daisy,1989,"The funny, touching and totally irresistible story of a working relationship that became a 25-year friendship.",An old Jewish woman and her African-American chauffeur in the American South have a relationship that grows and improves over the years.,"Morgan Freeman, Jessica Tandy, Dan Aykroyd, Patti LuPone, Esther Rolle, Jo Ann Havrilla, William Hall Jr., Alvin M. Sugarman, Clarice F. Geigerman, Muriel Moore, Sylvia Kaler, Carolyn Gold, Crystal Fox, Bob Hannah, Ray McKinnon",99,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97002.0,24306.0,97002.0,659.0,414.0,775.0,1622.0,3997.0,11459.0,30047.0,28933.0,11356.0,7740.0,0.409695,6.333333333333333,6.602018633540373,7.33,0.8173,0.4215,7.3,1,7500000,145793296,13192387,256448211
Drowning Mona,2000,"The death of Mona Dearly wasn't so much a whodunnit, as a who didn't.","When a woman drives a car into the river to her death, everyone in town becomes a suspect.","Danny DeVito, Bette Midler, Neve Campbell, Jamie Lee Curtis, Casey Affleck, William Fichtner, Marcus Thomas, Peter Dobson, Kathleen Wilhoite, Tracey Walter, Will Ferrell, Paul Ben-Victor, Paul Schulze, Mark Pellegrino, Raymond O'Connor",96,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13012.0,4919.0,13012.0,486.0,459.0,775.0,1215.0,2291.0,2813.0,2246.0,1301.0,539.0,887.0,0.207785,5.7,6.145,6.149473684210527,-0.2732,-0.7269,5.7,0,16000000,15427192,20260673,19535331
Drugstore Cowboy,1989,Unknown,A pharmacy-robbing dope fiend and his crew pop pills and evade the law.,"Matt Dillon, Kelly Lynch, James Le Gros, Heather Graham, Eric Hull, Max Perlich, James Remar, John Kelly, Grace Zabriskie, George Catalano, Janet Baumhover, Ted D'Arms, Neal Thomas, Stephen Rutledge, Beah Richards",101,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31790.0,9194.0,31790.0,226.0,150.0,266.0,566.0,1475.0,4051.0,9137.0,8917.0,4013.0,2989.0,0.181067,6.458333333333332,6.761764705882353,5.7875,0.0,0.0,7.3,1,2500000,4729352,4397462,8318858
Drumline,2002,Half time is game time,A band director recruits a Harlem street drummer to play at a Southern university.,"Nick Cannon, Zoe Saldana, Orlando Jones, Leonard Roberts, GQ, Jason Weaver, Earl Poitier, Candace Carey, Shay Roundtree, Miguel A. Gaetan, J. Anthony Brown, Afemo Omilami, Angela Elayne Gibbs, Tyreese Burnett, Brandon Hirsch",118,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,32583.0,14817.0,32583.0,2673.0,1343.0,1769.0,2662.0,5014.0,6682.0,5710.0,3126.0,1356.0,2248.0,0.278771,5.8,5.6625,6.3,0.0,0.34,5.8,1,20000000,57588485,24245227,69812297
Due Date,2010,Leave Your Comfort Zone,High-strung father-to-be Peter Highman is forced to hitch a ride with aspiring actor Ethan Tremblay on a road trip in order to make it to his child's birth on time.,"Robert Downey Jr., Zach Galifianakis, Michelle Monaghan, Jamie Foxx, Juliette Lewis, Danny McBride, RZA, Matt Walsh, Brody Stevens, Jakob Ulrich, Naiia Ulrich, Todd Phillips, Bobby Tisdale, Sharon Conley, Nathalie Fay",95,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318791.0,45096.0,318791.0,3360.0,3116.0,5841.0,12978.0,32998.0,77365.0,97186.0,49900.0,17481.0,18566.0,1.119731,6.3,6.360161030595813,6.4,0.3182,-0.4588,6.5,1,65000000,211780824,65000000,211780824
Dumb and Dumber,1994,"What the one doesn't have, the other is missing.","After a woman leaves a briefcase at the airport terminal, a dumb limo driver and his dumber friend set out on a hilarious cross-country road trip to Aspen to return it.","Jim Carrey, Jeff Daniels, Lauren Holly, Mike Starr, Karen Duffy, Charles Rocket, Victoria Rowell, Joe Baker, Hank Brandt, Teri Garr, Brady Bluhm, Cam Neely, Felton Perry, Brad Lockerman, Rob Moran",107,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347396.0,70677.0,347396.0,5321.0,3871.0,5531.0,9643.0,19847.0,43503.0,85646.0,79240.0,41444.0,53350.0,2.360701,6.22,6.690555555555555,6.380000000000001,-0.296,0.0258,7.3,1,17000000,247275374,25008896,363769661
Dumb and Dumber To,2014,The Second Parts Are More Fools,"20 years since their first adventure, Lloyd and Harry go on a road trip to find Harry's newly discovered daughter, who was given up for adoption.","Jim Carrey, Jeff Daniels, Rob Riggle, Laurie Holden, Rachel Melvin, Steve Tom, Don Lake, Patricia French, Elizabeth Cooper, Kathleen Turner, Bill Murray, Tembi Locke, Paul Blackthorne, Brady Bluhm, Eddie Shin",109,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126513.0,16095.0,126513.0,5650.0,4778.0,7299.0,12441.0,22038.0,29104.0,21900.0,10528.0,4325.0,8450.0,1.805954,6.22,6.446111111111111,6.35,-0.5413,0.3182,5.6000000000000005,1,40000000,169837010,36843642,156435350
Dumb and Dumberer: When Harry Met Lloyd,2003,The evolution of dumb...,Set back in the 80s when Harry met Lloyd in high school where they cross paths with a mean principal and a bunch of other outcasts much like themselves.,"Timothy Stack, Mimi Rogers, Wayne Federman, Lucas Gregory, Derek Richardson, Eric Christian Olsen, Luis Guzmán, Rachel Nichols, Elden Henson, Eugene Levy, Cheri Oteri, Holly Towne, Josh Braaten, Vahe Manoukian, William Lee Scott",85,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36849.0,10055.0,36849.0,8092.0,5704.0,5731.0,5102.0,4373.0,2939.0,1854.0,975.0,431.0,1648.0,0.460673,5.125,4.646428571428571,4.646428571428571,0.0,0.3612,3.4,1,19000000,39267515,22521700,46545852
